X,SCI,IC
Usp47,0.034350063,0.483356215
Dlgap4,0.088147838,0.483679396
Fbxl20,0.015495148,0.484062069
Dhx9,0.011025834,0.484337259
Setd2,-0.011113954,0.484453137
Pfkm,0.044993321,0.4849514
Vps13a,0.051204786,0.485470961
Atp9a,0.067938464,0.487388425
Slain2,0.109023918,0.487461078
Lrrfip2,-0.053006613,0.488363246
Smarcc1,0.00932095,0.488808686
Rev3l,0.06195047,0.489674122
Mamld1,0.068799353,0.490402379
Cyth3,0.038308764,0.490509691
Huwe1,0.03558948,0.491193485
Uhrf2,0.055241165,0.491530673
Ppp3cc,0.020637206,0.4916792
Arih1,0.172471971,0.492045107
Nrxn2,0.056839543,0.493414568
Ice1,-0.026575131,0.493979421
Rab10,0.046059792,0.494470777
Vmp1,0.083895323,0.494474316
Kdm3b,0.008255432,0.494961021
Lpgat1,-0.012450434,0.494985851
Taf3,0.173537968,0.495247093
Ncoa3,0.133387841,0.495609173
Gnb5,0.032827923,0.495911549
Orc3,-0.133233627,0.496671965
Taf1,0.054822037,0.49742605
Grik5,0.021780075,0.498145105
Dnajc13,-0.056028831,0.49824318
Rufy3,0.191299989,0.499406595
Hectd4,0.031915187,0.499436645
Spag9,0.272130419,0.501346126
Dbn1,0.348308161,0.502652584
Dusp11,0.074023214,0.504066648
Rtf1,0.065733838,0.504938517
Lrrc49,0.057938215,0.50623404
Sbf2,0.001774725,0.50624861
Fam214a,0.027403771,0.506485131
Myt1l,0.005943898,0.506897548
Ncam1,0.3918576,0.507280333
Hacd3,0.138786776,0.507370304
Ccdc191,-0.024378492,0.507430703
Syp,0.024358007,0.507897938
Akap10,0.074836366,0.508034978
Ywhah,0.066656675,0.508112161
Arf3,-0.014747231,0.508396721
Fam13b,0.05359032,0.508449652
Atp6v1b2,0.040876378,0.508673328
Rnf130,-0.05789131,0.509127597
Iqce,0.040648826,0.50915129
Synj1,0.022754515,0.509762823
Itsn1,0.035516156,0.510532574
Cobl,0.51003434,0.510790486
Zfp369,0.022235625,0.511014281
Gabbr1,0.102458493,0.511556028
Mprip,0.062536138,0.511996979
Znrf1,0.045917167,0.512666321
Nisch,-0.041302719,0.513328923
Gdpd1,0.093819399,0.513344914
Arhgap44,0.058111727,0.51399335
Slc3a2,0.115703323,0.514160979
Ryk,0.013975995,0.514229775
Ust,0.015742558,0.514776709
Agap3,0.081616127,0.51546303
Pank2,0.073551528,0.516129595
Ankrd17,0.076212935,0.516666548
Cpe,0.393233787,0.516836125
Cbl,0.102183372,0.517365309
Dennd5b,0.025310564,0.51778568
Ndel1,0.042576815,0.518483865
Cpeb1,0.054347719,0.518601068
Acadsb,0.097696773,0.51876776
Med27,0.051007947,0.51918024
Mia3,0.09221508,0.51961567
Btrc,0.051520713,0.519809027
Siah1a,0.184063419,0.519866317
Prrc2c,-0.028698908,0.520050823
Cdr1os,0.130421898,0.520174395
Myl12b,0.067217002,0.520254016
Zmynd8,0.418888162,0.52031308
Usp40,0.018080068,0.520340494
Rnf216,0.059501993,0.521063659
Ptp4a2,0.056147032,0.521934945
Senp2,0.048205917,0.522005688
Kif5a,0.05269807,0.522273475
Togaram1,0.021455465,0.522867995
Hs2st1,-0.01072655,0.523125165
Vezt,0.031861401,0.524290972
Armh3,0.030166014,0.52536307
Cdkal1,0.073219431,0.525703611
Fbxo38,0.024171802,0.526989301
Edem3,0.147333079,0.526996115
Jakmip1,0.006244888,0.527841091
Naa35,0.050802502,0.528237435
Csmd2,-0.156969051,0.528610092
Cacng7,0.091961891,0.528979057
Ccdc136,0.067511059,0.529552809
Camk2a,0.282085823,0.531462973
Camsap2,0.086274993,0.531475718
Ago3,0.249585355,0.531622107
Morf4l2,0.146886406,0.53163147
Jmjd1c,0.050439771,0.534597115
Lrp11,0.084356795,0.535513793
Cacng8,0.323966154,0.535627275
Tpd52l2,0.104785485,0.537461291
Mtcl1,0.066833788,0.537729759
Phf20,0.105583905,0.538149365
Mob4,-0.026529495,0.538605682
Stox2,0.25614508,0.539406217
Ank,0.244775617,0.539698729
Dmtn,0.378714363,0.539993069
Plxna2,-0.297898763,0.541742104
Snx12,0.015061244,0.542374099
Secisbp2l,0.043757425,0.542936079
Cplx1,0.16077034,0.543495579
Atp6v0b,0.255613257,0.543868575
Ppp6r3,0.052975766,0.544117549
Klhdc2,0.089177709,0.544209973
Exoc6b,-0.012654634,0.545020808
Rnf24,0.104957173,0.545831804
Arhgap35,0.022547758,0.545862126
Oga,0.003169064,0.546675174
Disp2,0.123701675,0.546873008
Ipo9,0.059178969,0.547662842
Abcf1,0.075137452,0.547794008
Slco3a1,0.074216587,0.548263438
Ankrd45,0.091449655,0.54851746
Shc2,-0.006400923,0.54883519
Lrig2,0.045533139,0.549799447
Prkar1b,0.224642741,0.549811254
Ufd1,0.09733795,0.549938601
Cdyl2,0.025379631,0.551076184
Acox1,0.099042238,0.552714265
Nfat5,0.069300905,0.553550289
Arhgap26,-0.004463981,0.553790472
Ttyh3,0.112989042,0.554758601
Tcaf1,0.03661786,0.556126192
Rusc2,0.078020331,0.556463863
Hp1bp3,-0.024262181,0.556600107
Jazf1,-0.017156146,0.556894644
Osbp2,0.371840252,0.55737491
Tab2,-0.005932874,0.557869402
Rab11fip3,-0.00531822,0.55918451
Uchl1,0.011762951,0.559408902
Nmnat2,0.31677625,0.559623855
Taok1,-0.012078674,0.560525251
Selenow,0.164804293,0.560920216
Tbk1,0.075134826,0.561037465
Syt11,0.073586315,0.561118845
Mbtps2,-0.001559589,0.561437735
Rere,0.184651739,0.561570771
Stx5a,0.370544648,0.56178359
Eno2,0.052171447,0.561881126
Grid1,-0.011507758,0.562849488
Atp6v0a2,0.019492448,0.564258882
Cep290,-0.006685319,0.564591488
Mapk8ip1,0.068085632,0.565076037
Ap3b1,0.047902294,0.565216445
Arid4b,0.084745816,0.565358376
Iqgap2,0.630214497,0.5668691
Akap9,-0.034474593,0.567105327
Chd1,0.057899675,0.568487018
Mtor,-0.036507014,0.568809491
Cds2,0.030717124,0.572123274
Smurf2,0.009985183,0.57296887
Tiam1,-0.046733222,0.574134368
Cd99l2,0.025369308,0.574233354
Eif4g1,0.038563185,0.575295955
Ppfia1,0.002721941,0.575831057
Nfasc,0.034811498,0.577262302
Supt3,0.048659841,0.577344889
Sorbs1,0.343375709,0.577436679
Dis3l2,0.010941922,0.577592774
Cnrip1,0.030820044,0.577633577
Hk1,0.038735965,0.578062016
Sos2,0.098627271,0.578862439
Mdn1,-0.021800476,0.579196014
Golga3,0.028237916,0.579345006
Abr,0.298534122,0.579606192
Nmt1,0.105892137,0.579810965
Dctn4,0.029762988,0.580265233
Tln2,0.008408361,0.580287017
Mccc1,0.031142035,0.582406909
Snd1,-0.057040587,0.582826473
Rubcn,0.018442374,0.582952745
Map4,-0.004995033,0.583043292
Xndc1,-0.00264982,0.583293972
Gabrb1,-0.058791516,0.584086113
Atp6v0a1,0.233266959,0.584384971
Tango2,0.301591484,0.584403909
Rcor3,0.083994026,0.584433413
Sptan1,0.017279358,0.584818761
Negr1,0.019876572,0.584944114
Psmc1,0.08528843,0.585350279
Kdm5b,0.082823872,0.585842978
Atp6v0e,0.103556743,0.586228617
Vps35,0.028885581,0.586458498
Nbr1,-0.010890288,0.587346384
Ap3b2,0.032619326,0.588616385
Eif3a,0.042556593,0.588902592
Ap3s2,0.075387275,0.589203012
Rad23b,0.077414993,0.589249557
Kdm4b,0.054719013,0.589470462
Nars,0.065912317,0.589907982
Snx24,0.113279827,0.589978165
Crebbp,0.042594319,0.590080419
Cerk,0.128662164,0.590119054
Git2,-0.049078112,0.590315381
Rasa2,-5.35E-05,0.59031697
Samd12,0.282854899,0.590993511
Fbxo11,0.107113896,0.591370087
Sec24b,0.016687314,0.591656122
Arid5b,0.268044805,0.592915154
E2f4,0.10900453,0.593094975
Mpc1,0.426217168,0.593501674
Rfx3,-0.031811758,0.593543035
Sfxn5,0.03164422,0.593756527
Baz2a,0.393291419,0.594298608
Unc13b,-0.139089556,0.595437651
Fem1b,-0.018953909,0.59604313
Trrap,-0.034474083,0.596102484
Hectd1,0.017105558,0.596332425
Trak2,0.080132188,0.597013184
Eif4e3,-0.043220744,0.597274132
Gnl2,0.063986129,0.597346796
Acot7,0.408712663,0.598408647
Pip5k1a,0.255638161,0.598823298
Flnb,0.06158712,0.601503486
Dstn,0.037025114,0.601565762
Elp4,0.031736778,0.601929088
Capza1,0.020729668,0.602307273
Zfp410,0.013110772,0.603450297
Pde4dip,0.030950667,0.603471108
Als2,0.078041251,0.60421689
Slx4ip,0.088742336,0.604526925
Akr1a1,0.041073715,0.604826215
Ptpn5,0.01089474,0.605123571
Ccdc186,0.077458532,0.605392137
Sbf1,0.158917605,0.605797381
Carm1,0.026662512,0.605934037
Ccdc6,0.168261626,0.607125423
Camk1d,0.170540036,0.607209057
Usp45,0.007345274,0.607240719
Clybl,0.033556037,0.607461813
Sptbn2,0.117689104,0.607506237
Slc44a2,0.063471275,0.607903018
Ncoa7,0.237124179,0.608186552
Sesn3,0.106315092,0.608771796
Tom1l2,0.063913377,0.60893444
Map1a,0.093223491,0.609214567
Slc38a2,0.517341046,0.609360459
Psen1,0.077596491,0.609689693
Trim24,0.035103696,0.610502251
Rora,0.408506735,0.610909248
Plppr2,0.053313814,0.610996311
Prpf6,0.140425373,0.611225793
Cept1,0.085637854,0.612330057
Bms1,-0.044189123,0.612915892
Ank3,0.025671046,0.613380982
Rnf214,-0.059103723,0.613987726
Soga3,0.06903196,0.614141371
Ppfibp1,-0.112244613,0.614427731
Eif5,0.050279109,0.614786089
Pafah1b2,0.113557648,0.614852741
Patl1,0.022903076,0.615369738
Fam234a,0.042939916,0.615416491
Eml2,-0.051670004,0.617282358
Akap11,-0.022642975,0.617323814
Stk10,0.197221175,0.617448336
Dgkh,0.030828588,0.618223405
Slc16a1,0.017928235,0.61851068
Ankrd13c,0.011118573,0.619096239
Kcnc3,0.205503368,0.619504455
Sestd1,0.069284012,0.619533568
Akirin2,0.11772183,0.619738787
Plekha6,0.0541734,0.620027846
Fam114a2,0.131347172,0.621103006
Adat1,0.12530669,0.621158152
Tanc2,-0.043022098,0.62125368
Apba1,0.062356415,0.621742141
Hs3st2,-0.039228757,0.622009205
Aatk,0.125808022,0.622275154
Fhod3,0.069853046,0.622445192
Gpatch1,0.124366617,0.622569577
Otud4,-0.019386616,0.622770157
Rbfox3,-0.032527197,0.62322769
Kdm5a,0.016982717,0.623302768
Smarca4,0.025148179,0.623550208
Ttc27,0.150351237,0.625324858
Fam78b,-0.081668564,0.625531766
Abi1,0.090514767,0.62555179
Nrp1,0.07687169,0.625735155
Mindy2,-0.025659695,0.625815973
Ifrd1,-0.077275,0.625992644
Ubr2,0.075157376,0.62610504
Pigu,0.039825343,0.62786331
Zfp771,0.209510528,0.62787098
Xpo6,0.07295013,0.629545374
Zdhhc1,0.011967765,0.629806729
Ilf3,0.117549144,0.630277428
Cmss1,0.049248316,0.630621774
Fbxo31,0.160284278,0.631111518
Nin,0.062772685,0.631203188
Ski,0.075903879,0.631267313
St3gal3,0.083159314,0.631543286
Srcin1,0.086192151,0.632696995
Msi2,0.095254552,0.632895068
Ranbp10,0.167239218,0.633243342
Ddx6,0.079913171,0.633693276
Supt6,0.065634408,0.633886243
Zfp664,0.086406289,0.634222142
E2f3,0.139705649,0.6346456
Tmem87a,0.054198451,0.634936171
Crkl,0.050322048,0.63667253
Sptbn4,0.079394649,0.636920581
Map2k1,0.011863256,0.638766973
Ttll5,0.092809613,0.639140006
Eqtn,-0.006371783,0.639542318
Ccnl1,-0.01779817,0.639914595
Pbrm1,-0.018421836,0.640165592
Mgat3,0.047730204,0.641948231
Rnmt,0.014745344,0.642054776
Rab5b,0.134122133,0.642103822
Ptk2,0.235009846,0.642351708
Calcoco1,0.056290525,0.642740298
Mbnl2,0.218951595,0.642786866
Zfp523,-0.008093941,0.642790922
Galnt16,0.584419267,0.642876368
Pick1,0.154360466,0.643319738
Rala,0.091143144,0.643550816
Gnai3,0.099991796,0.643623085
Phkb,0.128843499,0.643651792
Hagh,0.117325924,0.645307883
Spg11,0.018064436,0.645358961
Fam171b,0.079433184,0.6454126
Pakap,0.030943679,0.645738654
Fam227a,0.030325717,0.645861379
Sfi1,0.009079703,0.647089724
Papola,0.030068134,0.647276382
Dhx32,0.042575543,0.647883288
Abca3,0.053034504,0.648356219
Vps16,0.059616165,0.648488848
Eapp,0.080300371,0.649035425
Efr3b,0.363494027,0.649550628
Dnmbp,0.03634956,0.649715108
Slc12a6,0.061027613,0.649952824
Flywch1,0.205104657,0.650119804
Ccser2,0.022313074,0.65018005
Cacna1b,-0.011012859,0.650288656
Gabrg3,-0.272029694,0.650896173
Wwox,0.29408467,0.650901111
Apc,0.00938921,0.651729949
Otud5,0.018402729,0.651759499
Sarm1,0.086061851,0.651881313
Ly6e,0.12675544,0.652339238
Morf4l1,0.054117411,0.652464447
Scyl2,0.025542334,0.652767978
Qk,0.300689684,0.655010068
Enah,0.069223656,0.655390269
Csad,0.080263325,0.655780974
Amn1,0.016912416,0.656488973
Atg2b,0.019315174,0.656609146
Dhx8,0.090841402,0.657313941
Psme4,0.079006229,0.657982697
Slc7a1,0.07950363,0.657995141
Safb2,0.077406604,0.659314859
Gcn1,0.025683602,0.659450054
Atxn2l,0.08879378,0.659600033
Pbx3,-0.003955522,0.660018085
B4galnt1,0.117350086,0.660220143
Psmc2,0.115254537,0.660639061
Atp6v0d1,0.143825526,0.660885196
Cnbp,0.080980054,0.661057166
Trio,0.164634106,0.66136481
Ephb1,-0.189497715,0.66153899
Itprid2,0.12154697,0.661852062
Kcnmb4,0.059227113,0.662468515
Tnpo1,-0.265608567,0.663260961
Mid1,0.580346222,0.66343744
Xrn2,0.102398806,0.663689436
Ncor2,0.130537632,0.663791446
Fbxo42,0.019529838,0.663847502
Ppp1r12c,0.182515228,0.664054183
Gnas,0.257226971,0.664245375
Adam10,0.047363184,0.664422479
Pik3c3,0.066859499,0.665153629
Frmd5,0.046614177,0.665567975
Zfp512,0.012377554,0.665648262
Kcmf1,0.039757914,0.665870637
Tbc1d14,-0.029729659,0.666318425
Ankrd27,0.054898685,0.666444909
Fam184a,0.149649145,0.66646234
Ralgps2,0.088258155,0.666482251
Zzef1,0.023013071,0.666923782
Snph,0.342231322,0.667444726
Syndig1,-0.087056057,0.667477922
Zfp746,0.122644878,0.667870538
Snx5,0.066780397,0.668283626
Nagk,0.058493213,0.668291606
Dapk1,0.312965165,0.668552359
Atf1,0.02558779,0.668735061
Zmiz1os1,-0.178630152,0.668930092
Fhl2,-0.018602359,0.669196469
Foxk1,0.133641407,0.669839032
Fkbp1a,0.405404869,0.669892821
Prdm2,0.047654452,0.669986101
Mmp24,0.079313151,0.670345953
Arpc2,0.399748719,0.670439667
Dym,0.092465857,0.670630874
Atg10,0.026063582,0.671276091
Rtn1,0.358171434,0.671704751
Ypel3,0.438793764,0.67193288
Zeb1,0.163561633,0.672854201
Foxp1,0.057161413,0.673628612
Slc44a1,0.058299735,0.673638109
Amfr,0.065652682,0.673972337
Gfod2,0.124009694,0.674687793
Cacna2d1,-0.426304627,0.674735911
Neo1,-0.007932821,0.676720832
Zfyve26,0.05228623,0.676784831
Psmd1,0.094331611,0.677993076
Cradd,-0.113655444,0.678222206
Myo18a,0.084369665,0.678361836
Cdc42bpb,0.084981742,0.678920596
Ift172,0.02240518,0.678982321
Arfgap3,0.051206702,0.67941697
Arl15,0.39617424,0.679926827
Ell,0.063053612,0.680909073
Usp24,-0.038276119,0.681502608
Slc30a7,-0.044922078,0.681591589
Ergic1,0.127017915,0.681620852
Mcph1,0.044303715,0.682391975
Arhgap17,0.054912962,0.683137423
Afg3l2,0.125751975,0.685274495
Cep95,0.069288537,0.685648178
Yy1,0.129677458,0.68573783
Sez6l2,0.674734367,0.686530734
Ap3d1,0.115629228,0.687429968
Rps6kc1,0.04857227,0.687780071
Pkm,0.105818316,0.687803002
Nsun7,0.09067401,0.688027789
Kiz,0.085354038,0.690241685
Dennd6b,0.11131693,0.691041044
Kcna1,0.491659753,0.691076604
Rbfox2,0.176279134,0.691247164
Gripap1,0.042454052,0.692118274
Vps35l,-0.050077315,0.692301375
Hipk4,-0.010506592,0.692625843
Frmd3,-0.176972644,0.693267922
Wdr45b,0.029952672,0.693433411
Copg2,-0.021719411,0.69433564
Grk6,0.148294911,0.694393939
Bbx,0.173669427,0.694983299
Dcaf10,0.015072963,0.695601803
Gria1,0.037611746,0.69645718
Ccdc28a,0.19314824,0.696528695
Srbd1,0.095962641,0.696548821
Picalm,0.088599116,0.697300383
Arhgef12,0.269507262,0.697414667
Dpysl2,0.211074457,0.697769137
Kif5b,0.000255575,0.698384196
Usp22,-0.009846541,0.699871331
Nploc4,0.100212051,0.70049833
Smyd4,0.006139135,0.701609379
Leprotl1,0.032188191,0.701735713
Dync2h1,-0.030177264,0.701914482
Atp6v1a,0.12794127,0.703126336
Gpr107,0.049990193,0.703209146
Tank,0.005146029,0.704848708
Prkaa1,0.099362005,0.705006077
Mecp2,-0.007153014,0.706372212
Zranb1,0.071151699,0.706622323
Sipa1l3,0.13425305,0.706828092
Sdhaf2,0.090899974,0.70701719
Ldlrad4,0.190141158,0.707332837
Nxpe4,-0.028233889,0.707992406
Stim2,0.44101947,0.708628615
Slmap,0.077085412,0.708978793
Parp1,0.077614965,0.709308968
Wscd2,0.116880601,0.709368931
Abcg1,0.178828594,0.710042044
Pop5,0.203005728,0.710156028
Tbc1d22a,-0.006016386,0.710550505
Tmem163,0.506746257,0.710674269
Nup214,-0.030844553,0.711083456
Ank2,0.020905941,0.711489517
Eef1g,0.031130363,0.711631168
Rgs7,0.040330182,0.711801601
Cltc,0.07908097,0.712808544
Mettl4,0.002534675,0.713059951
Psmb1,0.108535595,0.714278037
Tollip,0.006541494,0.716035811
Crcp,0.039217424,0.717012225
Rbm4,0.111778238,0.717522437
Amy1,0.053721839,0.717567614
Metap1d,0.140327743,0.718301792
Banp,0.371355455,0.71959438
Wrnip1,0.082624875,0.720032092
Slc20a1,-0.071301431,0.720799973
Scn3a,-0.134883374,0.721527974
Ttll11,0.024968252,0.721751351
Cog7,0.059807917,0.721974429
Gnl3l,0.010829331,0.722156864
Agpat4,0.008330118,0.722315985
Aopep,0.191048158,0.722484679
Afg3l1,0.052318845,0.723035674
Rps6ka5,0.07738369,0.7231547
Pcnx2,0.019682455,0.724020656
Lars,0.034164428,0.724095533
Mapkap1,-0.027814954,0.724220897
Ptprj,0.170934611,0.724249062
Pacs1,-0.055886387,0.724317556
Cacul1,0.066547848,0.724921065
Cttn,0.092287723,0.725233484
Map1lc3b,0.089800805,0.726458177
Ppa1,0.17311631,0.726529786
Cdadc1,0.048545175,0.727140515
Bicra,0.091253265,0.729238077
Man1a,-0.060815121,0.729585455
Ubxn4,0.124444318,0.7299298
Rab6b,0.043682962,0.73009243
Zc3h18,-0.009024932,0.730720294
Utp20,-0.027457065,0.731141173
Igf1r,0.09873237,0.731545774
Mthfr,0.160448284,0.731620171
Ints6,0.056496541,0.732521939
Rabgef1,-0.01189662,0.732639301
Cdc14b,0.129221102,0.73347792
Cdh20,-0.029916698,0.733548628
Glyr1,0.017705982,0.733566205
Nol4l,0.121859398,0.733615462
Cyp4f13,-0.01443906,0.733925567
Clasp1,-0.031711854,0.734241599
Rad52,-0.065830979,0.73425399
Efl1,0.024793894,0.737909578
Csnk1a1,0.272785448,0.739604039
Brd2,-0.026390147,0.739791288
Gas5,-0.011921749,0.741932366
Fig4,0.096381847,0.742033315
Psmd4,0.135071346,0.743370794
Sptbn1,0.046984294,0.744040408
Limk2,0.14021414,0.744469384
Derl1,0.093172945,0.745630256
Xpot,0.164109546,0.746062792
Slc25a40,0.09528136,0.74730132
Cep120,0.161417719,0.747704949
St6galnac6,0.079836298,0.748177574
Rab4a,0.07919,0.748255168
Zfp948,0.175339574,0.748377305
Cask,0.022236389,0.749248103
Brd1,0.125317633,0.749277775
Gdap2,0.17574345,0.749386768
Prkar1a,0.13331414,0.749429754
Mtf1,0.087847616,0.749650042
Las1l,-0.011185615,0.750044881
Laptm4b,0.611272001,0.750100209
Prkx,0.137780191,0.750222499
Ptprs,0.190267513,0.750485473
Cep170,0.030817587,0.751514042
Fbxw11,0.082878042,0.752153454
Slc22a14,0.094649448,0.752561489
Dnajc5,0.026268341,0.752934148
Vcp,0.115912182,0.753621683
Rybp,0.20949379,0.753898631
Prmt3,-0.038831672,0.755504174
Jak1,0.065858672,0.75594163
Kcnk12,0.076200547,0.756717884
Enox2,0.059565803,0.756891744
Ulk1,0.144764679,0.756915704
Supt5,0.06716941,0.756972685
Map4k5,-0.016421954,0.7575703
Plcg1,0.049077087,0.757719405
Phyhd1,0.064181946,0.757810468
Bnip3l,0.110755561,0.757886249
Denr,-0.00835116,0.759448244
Qsox1,0.018557313,0.760652109
Bckdha,0.145121766,0.760764198
Sema4b,0.08668146,0.760853481
Spats2,0.080694546,0.760992837
Ankrd46,0.134945737,0.761059305
Hspa5,0.214721138,0.761090955
Gna11,0.06688982,0.76173666
Zfp462,0.102591319,0.761902032
Tle5,0.239472131,0.762090906
Reep1,0.063834609,0.762370118
Cep104,0.049517353,0.76238579
Rptor,0.036810254,0.763691925
Arid3b,0.248730488,0.763782218
Ogg1,0.179845249,0.765723882
Dync1i2,0.208391873,0.766143157
Atp11a,-0.006521587,0.766446835
Lactb2,-0.04789236,0.766706159
Inpp5b,-0.105374928,0.767129128
Ppp1cb,-0.005112221,0.767581387
Psma5,0.068215155,0.767932492
Pfkfb4,0.939784578,0.768571082
Hook2,0.11785057,0.768692862
Cdk12,-0.054103531,0.768990125
Arhgef2,0.053368183,0.769107598
Kif1b,0.047396037,0.769658351
Nmnat3,-0.028572503,0.769729004
Zfp655,-0.062889031,0.770517426
Yipf1,0.037435717,0.77074062
Fbxw8,0.059425483,0.770777558
Plekho1,-0.106329907,0.771974219
Nebl,0.046741327,0.772739198
Aldh18a1,0.090166325,0.773065302
Ppp1r12b,0.199935751,0.773392369
Comt,0.044652288,0.774038857
Fam13c,0.028610065,0.774075582
Tbc1d9,0.099245089,0.774101041
Ppp2r2b,0.050849916,0.774307991
Gkap1,0.041397625,0.774572077
Tram1,-0.00051145,0.774932175
Rbm5,-0.017301565,0.77667306
Med15,0.044988227,0.777201743
Smarcd3,-0.077967257,0.777423364
Castor2,0.529288702,0.777785771
Mysm1,-0.04483513,0.77817918
Syt12,0.083880063,0.779034578
Garnl3,-0.041423962,0.779364945
Trip11,0.084392028,0.779492052
Cxadr,-0.044773212,0.780349164
Hivep3,0.209023155,0.780820343
Washc2,-0.036339404,0.781465601
Eif3c,0.034927805,0.782268383
Lrp8,0.102863064,0.782457651
Marchf7,0.097270537,0.782691766
St6gal1,0.161136056,0.782720418
Arhgap22,0.051649041,0.782722349
Stam,0.022185148,0.783052337
Ide,-0.448542959,0.783144997
Srrm3,0.235926797,0.783174535
Nfkb1,0.032568246,0.785128852
Wipi2,0.052370745,0.785427016
Slc6a15,-0.052519152,0.785709325
Mtmr7,-0.032269413,0.785741786
Nampt,0.105568398,0.785825095
Rap1b,0.093750394,0.786127217
Mirg,-0.075382144,0.78626359
Kcnt1,0.048701917,0.786651393
Pcolce2,-0.118920885,0.786918481
Ipo5,0.071890416,0.788106703
Pcgf3,0.150198714,0.788229815
Hif1a,0.068823435,0.788367589
Tnik,-0.002036137,0.788458146
Insr,-0.0023674,0.788589287
Nckap5,-0.011353992,0.788635735
Shank3,0.10303085,0.788722791
Hmgcl,0.165059721,0.790014865
Me1,0.184367882,0.790783054
Ncs1,0.096280367,0.791355954
Ankrd10,0.071442588,0.791871155
Aak1,0.054562575,0.79202958
Micu2,0.067055969,0.793139987
Arid1b,-0.05129527,0.793372278
Mto1,0.040269959,0.793962143
Wdr45,0.266464773,0.79450615
Ppfia4,0.083861086,0.794687206
Taf15,0.00768806,0.794772756
Ghr,0.051873346,0.795483718
Sap30bp,0.020725234,0.795998542
Rc3h1,0.069577127,0.796213828
Phf10,-0.00824698,0.797222113
Pcyt1a,0.063889296,0.797292128
Vps53,0.021295211,0.79826824
Adk,0.115253172,0.798301811
Wars,0.029317929,0.798457442
Ehbp1,-0.012584637,0.798492851
Sorcs2,0.044548119,0.798552257
Kmt2a,0.26150802,0.79975834
Rorb,0.698606845,0.800646264
Zfp64,0.039392761,0.800707524
Sdcbp,-0.010996665,0.800707678
Spindoc,0.076299424,0.8012432
Lrch3,0.269347807,0.80291044
Dhx40,0.11760367,0.803377217
Dennd5a,0.057028201,0.803451034
Cox18,0.019656071,0.803547093
Ubac1,0.151220537,0.803928249
Dgat1,-0.02793141,0.804607905
Zdhhc3,0.003087393,0.804824304
Dgcr2,0.012776422,0.804893652
Slc39a9,0.107782207,0.80565392
Tiparp,0.784658023,0.806096282
Stx12,0.079569621,0.806337295
Slc6a17,0.024922768,0.806374319
Tmsb10,0.22426852,0.806561538
Marchf4,0.110205115,0.806636385
Dner,-0.105201905,0.80683098
Poc1b,-0.016516786,0.80694799
Slc45a1,0.065733416,0.807218589
Rbpj,-0.040535644,0.807429162
Dgcr8,-0.062132482,0.808093325
Vps13c,0.271008386,0.80815963
Fam222b,0.301997094,0.808303109
Mvb12b,0.028538168,0.808517702
Macf1,0.040974556,0.809437839
Xbp1,0.23397465,0.809547185
Lzts3,0.287947652,0.809875879
Vcl,-0.107318568,0.81005859
Wdfy2,0.564268612,0.810714863
Elp5,0.071528593,0.811022933
Tpd52,-0.003271697,0.811262751
Tmem145,0.86052744,0.811938362
Wdr26,0.075811733,0.811949493
Sema4d,0.127689701,0.812645473
Cyb5r4,0.056635464,0.813443121
Tgfb2,0.044018285,0.813496747
Stx1b,0.184276814,0.813505085
Ankrd13b,0.031295688,0.814433843
Ipcef1,-0.05530293,0.814702853
Fmnl2,0.043323323,0.814816218
Cyfip1,-0.035680559,0.815557266
Tvp23a,0.119327774,0.815974715
Rab3gap2,0.143102771,0.816220829
Sphkap,0.284026794,0.817213502
Csrnp2,-0.04205439,0.81726876
Klf13,0.113865016,0.81727139
Map1b,0.061142556,0.818222545
Nipal2,-0.021871266,0.819093271
Ptprg,-0.067046343,0.819112022
Arid1a,0.155004209,0.819295388
Wdr59,0.154145301,0.820950452
P3h1,0.126335615,0.821340924
Fndc3b,-0.053747041,0.822529122
Herpud1,0.225368595,0.823969574
Arl8a,0.110061481,0.82410678
Sfmbt1,0.066193144,0.824669957
Pabpc1,0.049422926,0.825676394
Epc1,0.077069468,0.826378528
Rsph3a,-0.032839123,0.826845311
Phf21a,0.240686543,0.826868129
Iars,0.083826971,0.82754007
Nop58,0.039839826,0.827908647
Setd1a,-0.032289469,0.828573536
Slc8a3,-0.024663025,0.82870845
Kdm6a,-0.001582763,0.829205828
Ubn1,0.01176232,0.829565179
Lamtor1,-0.006380305,0.831158747
Pvt1,0.270311915,0.833414932
Ablim2,0.063348107,0.834185915
Pdcl3,-0.01590891,0.835066927
Mapk8ip3,0.093281266,0.836662507
Mcoln1,0.037698736,0.836880173
Jpt1,0.093736131,0.837520369
Rasgef1b,-0.058061947,0.837767147
Arhgef18,0.112338433,0.838750649
Cacna1c,-0.046442053,0.838908006
C2cd3,0.117956946,0.839277194
Csnk1e,0.181761343,0.839808489
Ube2z,0.127267381,0.840003814
Adpgk,-0.082389551,0.840094597
Pik3ca,0.021187935,0.840157562
Scarb2,0.162960572,0.840244277
Ppp2r5c,0.100577706,0.841031769
Lrrc4b,0.178294275,0.84136332
Rangap1,0.148139377,0.841678857
Mov10,-0.020846959,0.842556565
Zdhhc2,0.005746059,0.843103157
Cul9,0.018817371,0.843124605
Inf2,0.359954019,0.843316781
Dhps,0.045567104,0.844150558
Dennd4a,0.047732608,0.845432784
Arhgap29,-0.159582709,0.846644959
