X,avg_log2FC,pct.1,pct.2,p_val_adj
Cops4,0.215019664,0.248,0.203,1
Cops5,0.123877664,0.544,0.501,1
Cops6,0.313061516,0.196,0.166,1
Cops7a,-0.497591862,0.131,0.164,1
Cops7b,-0.00395048,0.205,0.193,1
Cops8,-0.128063449,0.309,0.272,1
Cops9,-0.490725597,0.147,0.169,1
Copz1,-0.023626637,0.264,0.259,1
Copz2,-0.542696645,0.009,0.013,1
Coq10a,0.045065426,0.248,0.245,1
Coq10b,-0.103269015,0.221,0.277,1
Coq2,-0.125343867,0.181,0.201,1
Coq3,0.031597297,0.391,0.375,1
Coq4,-0.461176648,0.111,0.164,1
Coq5,0.33300025,0.413,0.356,1
Coq6,-0.266079934,0.12,0.14,1
Coq7,0.082839855,0.07,0.066,1
Coq8a,-0.172786829,0.045,0.05,1
Coq8b,0.448569312,0.185,0.161,1
Coq9,-0.145293024,0.183,0.227,1
Corin,0.528168225,0.005,0.003,1
Coro1a,-1.415154067,0.052,0.084,1
Coro1b,0.073346702,0.099,0.084,1
