X,avg_log2FC,pct.1,pct.2,p_val_adj
Wdr66,0,0,0,1
Wdr7,0,0,0,1
Wdr70,-1.352821992,0,0.004,1
Wdr72,0,0,0,1
Wdr73,1.458877146,0.004,0,1
Wdr74,-0.839503178,0.014,0.019,1
Wdr75,-0.269811556,0.215,0.295,1
Wdr76,-0.012635497,0.459,0.558,1
Wdr77,0.157410401,0.59,0.662,1
Wdr78,0.06012416,0.396,0.463,1
Wdr81,0.032603434,0.761,0.822,1
Wdr82,-0.923476553,0.058,0.108,1
Wdr83,-0.190265367,0.243,0.35,1
Wdr83os,0.051532462,0.63,0.658,1
Wdr86,0,0,0,1
Wdr89,-0.698794102,0,0.002,1
Wdr90,-0.699903135,0.052,0.11,1
Wdr91,-0.973722142,0.06,0.13,1
Wdr92,0.051379493,0.089,0.13,1
Wdr93,-0.04946004,0.551,0.669,1
Wdr95,-0.049424498,0.26,0.282,1
Wdsub1,-1.367504911,0.016,0.049,1
Wdtc1,0.150680355,0.252,0.31,1
Wdyhv1,0,0,0,1
Wee1,0,0,0,1
Wee2,-0.55339035,0.125,0.193,1
Wfdc1,0.5299098,0.588,0.605,1
Wfdc10,-1.153348262,0.002,0.008,1
Wfdc11,-0.133654274,0.909,0.966,1
Wfdc12,0,0,0,1
Wfdc13,0,0,0,1
Wfdc15a,0.803865335,0.008,0.008,1
Wfdc15b,-0.386792515,0.006,0.015,1
Wfdc16,0.319062066,0.243,0.242,1
Wfdc17,0.1845213,0.207,0.248,1
Wfdc18,-0.039908417,0.519,0.614,1
Wfdc2,-0.012482697,0.314,0.363,1
Wfdc21,-0.586082156,0,0.002,1
Wfdc3,-2.96191881,0,0.002,1
Wfdc5,0.198266286,0.01,0.004,1
Wfdc6a,0.11837544,0.958,0.941,1
Wfdc6b,0.25146275,0.095,0.115,1
Wfdc8,0.055902428,0.356,0.429,1
Wfdc9,-0.259589826,0.141,0.189,1
Wfikkn1,-1.033800367,0.032,0.083,1
Wfikkn2,-0.693852377,0.179,0.369,0.00000612
Wfs1,-1.131314642,0.125,0.306,0.000000883
Whamm,-0.832414488,0.149,0.287,0.010664756
Whrn,-0.133166204,0.425,0.537,1
Wif1,-0.080381574,0.32,0.414,1
Wincr1,-0.651281018,0.282,0.456,0.005647109
Wipf1,0,0,0,1
Wipf2,0,0,0,1
Wipf3,0.154753172,0.095,0.096,1
Wipi1,-0.373642924,0.044,0.076,1
Wipi2,0.140947396,0.588,0.641,1
Wisp1,0.054454645,0.583,0.628,1
Wisp2,0,0,0,1
Wisp3,0.022526953,0.044,0.057,1
Wiz,0.038583695,0.117,0.17,1
Wls,-0.674457578,0,0.002,1
Wnk1,-0.839118449,0.044,0.057,1
Wnk2,0.306424644,0.036,0.049,1
Wnk3,0,0,0,1
Wnk4,0.365851356,0.177,0.214,1
Wnt1,0.43737021,0.412,0.412,1
Wnt10a,0.167198538,0.219,0.229,1
Wnt10b,0.1711225,0.584,0.654,1
Wnt11,0.014165534,0.692,0.758,1
Wnt16,0.112751738,0.39,0.459,1
Wnt2,-0.924373694,0,0.002,1
Wnt2b,-0.924373694,0,0.002,1
Wnt3,-1.830944609,0,0.002,1
Wnt3a,-0.588507016,0.346,0.527,0.0099497
Wnt4,-0.070427469,0.374,0.452,1
Wnt5a,-0.326147666,0.093,0.136,1
Wnt5b,-0.205006392,0.328,0.41,1
Wnt6,0.278937566,0.998,0.994,0.000156901
Wnt7a,0.032748933,0.249,0.325,1
Wnt7b,-0.065384866,0.165,0.21,1
Wnt8a,0.009740999,0.412,0.456,1
Wnt8b,0.004003399,0.616,0.722,1
Wnt9a,0.042795344,0.92,0.947,1
Wnt9b,0.040276201,0.358,0.399,1
Wrap53,0.188969392,0.163,0.197,1
Wrap73,-0.162595212,0.093,0.127,1
Wrb,-0.11436551,0.314,0.389,1
Wrn,0.107378621,0.451,0.497,1
Wrnip1,-2.862266663,0,0.011,1
Wsb1,-0.425047406,0,0.002,1
Wsb2,0.174119408,0.656,0.718,1
Wscd1,0.068432334,0.449,0.531,1
Wscd2,0.5517912,0.012,0.011,1
Wt1,0.169906665,0.553,0.603,1
Wt1os,0.073687822,0.431,0.541,1
Wtap,-0.086034776,0.425,0.499,1
Wtip,-0.092390951,0.37,0.467,1
Wwc1,0.073371444,0.439,0.497,1
Wwc2,0.199732142,0.829,0.815,1
Wwox,-0.021756241,0.161,0.21,1
Wwp1,0.028322237,0.241,0.282,1
Wwp2,-0.128108292,0.302,0.397,1
Wwtr1,-0.054179827,0.235,0.299,1
Xab2,-0.03667215,0.097,0.14,1
Xaf1,0.064117042,0.121,0.144,1
Xbp1,0.264169752,0.31,0.312,1
Xcl1,0.013611523,0.189,0.225,1
Xcr1,-2.314509233,0,0.008,1
Xdh,-0.397972088,0.004,0.008,1
Xiap,-1.708116179,0,0.004,1
Xirp1,-0.144632851,0.427,0.52,1
Xirp2,-0.668255377,0.03,0.049,1
Xist,0.007775844,0.237,0.282,1
Xk,-0.407605728,0.254,0.391,1
Xkr4,-0.394539463,0.115,0.187,1
Xkr5,0,0,0,1
