X,avg_log2FC,pct.1,pct.2,p_val_adj
Sgo2a,-0.278178352,0.005,0.006,1
Sgo2b,-0.685258015,0.003,0.003,1
Sgpl1,0.089953229,0.308,0.296,1
Sgpp1,-0.296207398,0.171,0.203,0.04928137
Sgpp2,0.078135744,0.662,0.673,1
Sgsh,-0.771218559,0.001,0.003,1
Sgsm1,0.106647369,0.606,0.606,1
Sgsm2,-0.092282982,0.559,0.61,0.09139949
Sgsm3,-0.18793554,0.506,0.565,0.000000138
Sgta,-0.237345825,0.334,0.418,5.06E-16
Sgtb,-0.043324813,0.364,0.4,1
Sh2b1,-0.168552331,0.086,0.11,0.08516379
Sh2b2,0.00799356,0.053,0.055,1
Sh2b3,0.006479468,0.066,0.07,1
Sh2d1a,-0.226570686,0.014,0.016,1
Sh2d1b1,0.454276167,0.002,0.002,1
Sh2d1b2,0.161684405,0.001,0.001,1
Sh2d2a,1.309181922,0.001,0.001,1
Sh2d3c,0.423657699,0.287,0.229,9.48E-15
Sh2d4a,-0.083513399,0.009,0.009,1
Sh2d4b,0.080732983,0.106,0.11,1
Sh2d5,0.217291431,0.386,0.373,1
Sh2d6,0.445979634,0.021,0.019,1
Sh2d7,0.418689587,0.005,0.004,1
Sh3bgr,-0.186501878,0.034,0.04,1
Sh3bgrl,0.023233339,0.189,0.198,1
Sh3bgrl2,-0.19498191,0.417,0.468,0.000012
Sh3bgrl3,-0.594816713,0.166,0.256,1.49E-34
Sh3bp1,0.005986928,0.123,0.133,1
Sh3bp2,0.341870665,0.014,0.013,1
Sh3bp4,0.23512556,0.165,0.149,1
Sh3bp5,0.165131018,0.469,0.462,1
Sh3bp5l,-0.277939504,0.125,0.149,0.905381106
Sh3d19,-0.169102112,0.376,0.416,0.823007496
Sh3d21,-0.191784176,0.009,0.01,1
